symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
GHSR	0.08626401885370605	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13678442946261474	No data	No data	No data	No data	No data	No data	0.10226662514420122	No data	No data	1	1	0	1	1	0	0.7677599999999998	0	0.12898520525109403	-0.2980558385350718	0	-1	No data	0	1	1
PRM3	0.08470045181416963	0.13932581166628252	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.8216295061471139	0	0	No data	No data	No data	1	0.5
ALOX5	0.0831554673040579	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13678442946261474	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.6439149999999998	0	-0.33892477599499893	-0.2749532244040448	0	No data	No data	0	0.5	0
EEF1AKMT2	0.08279337425023746	0.1361888138839288	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.4036257553657012	0	0	No data	No data	No data	-1	-1
CRHR1	0.08270183830203225	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.2890416935483098	No data	No data	0.75	1	0	1	1	0	0.8795200000000001	0	-0.24223796624296734	-0.7898518921460559	0	No data	No data	-0.21084250000000004	0.75	0.5
POMC	0.07864202188817533	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6468007723669899	No data	No data	No data	0	1	0	0	0	0	No data	0.5271931652427588	-0.9252216392680074	0	No data	No data	No data	1	0
TNP2	0.07683530581600805	0.12638824372423813	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.8132944363409043	0	0	No data	No data	No data	1	1
CHRNA7	0.07618770644093771	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.07473664808304865	No data	No data	0.75	0	0	1	1	0	0.6613549999999997	No data	-0.17545321942071268	-0.7282344537649765	0	No data	No data	-0.4472100000000001	0.5	0
MDFIC	0.07443663688514605	0.12244261547134215	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.08536500000000018	No data	-0.058345488643467336	-0.7785512954884399	0	No data	No data	0	-1	-1
KNCN	0.07394048993628172	0.12162649141443709	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.15322499999999978	No data	0.9904146697228589	No data	0	No data	No data	No data	No data	No data
NPY	0.07255095624571697	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.596704070025306	No data	No data	No data	0	1	0	0	0	0.6391750000000002	No data	0.20816836841008546	-0.25301748681048286	0	No data	No data	0	0.75	0
AVPI1	0.07138703522352392	0.11681832150607543	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	0	No data	0.9172744321733695	-0.5109172787807997	0	No data	No data	No data	0.5	-1
PPP1R3A	0.07041155852119191	0.11399787480648771	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	No data	0	0	0	0	0	0	No data	0.12169201917066053	-0.23782407989792087	0	No data	No data	0	0.75	0.5
PDYN	0.06926497321769037	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5696781071942054	No data	No data	No data	0	1	0	1	0	0	No data	0.722546363825797	-0.3369728625526486	0	-1	No data	0	1	0.5
SCARA3	0.06823849107635416	0.1122471362603159	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5297049999999999	No data	0.167951656595124	No data	0	No data	No data	0	-1	0
MIX23	0.06766722969326623	0.111307454662785	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.82639	No data	0.277974578037091	No data	0	No data	No data	No data	-1	-1
SOCS1	0.06596777424736351	0.10775206600218379	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	No data	0	0	0	0	0	0.7393349999999999	No data	0.1942071264846843	-0.9551199699325719	0	No data	-1	0	-1	0
ANKK1	0.06584352720040983	0.09625794495974106	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24099315163364218	No data	No data	No data	No data	No data	1	1	0	0	No data	0.3057928735153157	No data	0	-1	No data	0	0.5	0.5
ACAD10	0.06460409617119482	0.10626883261220695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0.008500000000000086	No data	0.2150448010002084	0	0	No data	No data	0	-1	-1
PAQR3	0.06440145645158132	0.1059355056605052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8874600000000001	No data	0.006147113982079677	-0.033916478458231314	0	No data	No data	0	0.5	0.5
NEFL	0.06365766610374199	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5235601350830882	No data	No data	No data	0	0	0	0	0	0.7790050000000001	No data	No data	-0.2785649243338448	0	No data	No data	0	0.75	0
NKX1-2	0.061882411286404024	0.1017918676427014	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.7603667430714731	No data	0	No data	No data	0	No data	No data
NLRP3	0.06181736374955367	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.508424346919219	No data	No data	0.5	0	1	No data	No data	No data	0.12475999999999984	1	-0.47228589289435297	-0.9329632358017148	0	No data	No data	0	1	0
NTRK2	0.05874038699009454	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.48311738129461457	No data	No data	1	1	0	1	1	0	0.6062049999999999	1	-0.9723900812669306	-0.9336029581546254	0	-1	-1	0	0.5	0
CYP3A4	0.057877321944659166	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4760189989719381	No data	No data	1	0	0	1	1	1	0	0	0.2605751198166284	0	0	-1	No data	-0.71173	1	0.5
DNAH14	0.05696465257181018	0.09370252797786742	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.6250260470931444	No data	0	No data	No data	0	0.5	0
BRAP	0.05665207311974796	0.08862887753226525	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	No data	No data	0	0	0	0	0	0.54392	No data	-0.2927693269431132	-0.7314926331962237	0	No data	No data	No data	0.5	-1
SEMA3E	0.05650803666134723	0.09295142947741826	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.5096800000000001	No data	-0.2870389664513441	-0.8383289205027463	0	No data	No data	0	-1	0
PARP9	0.05436022422283873	0.08941844110613223	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0	No data	-0.12137945405292772	0	0	No data	No data	0	-1	-1
ACE	0.05362107331277482	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	No data	No data	No data	No data	No data	No data	0.24422488567291456	No data	No data	1	0	1	1	1	1	0.16539	No data	0.21014794748906018	-0.9741743606474174	0	-1	No data	0	0.5	0
PENK	0.05275453205067495	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4338859970405495	No data	No data	No data	0	1	0	0	0	0.13857500000000017	No data	0.3985205251093977	-0.6532164530709608	0	No data	No data	0	0.75	0
COMMD7	0.0523640902394157	0.08613495227604623	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.225	No data	0.5054177953740362	No data	0	No data	No data	0	-1	-1
CCDC88A	0.05194079272897028	0.08543866001365645	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.7140549999999998	No data	-0.957178578870598	-0.857673463566331	0	No data	No data	0	0.5	-1
CHRNA2	0.051442564711645135	0.080806040868282	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07626143777746636	No data	No data	No data	1	0	1	0	0	0.09262999999999977	No data	0.40862679724942685	-0.28225561086084844	0	-1	No data	-0.11625750000000004	1	0.5
POLR3G	0.050801126612938334	0.08356399579116705	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.7750573036049178	No data	0	-1	No data	No data	-1	0
KPNA1	0.04981893008125257	0.08194835707777316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8884749999999997	No data	-0.8324650968951866	-0.7515095034522168	0	No data	No data	-0.5260224999999998	-1	-1
NGFR	0.049708490455092395	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.40883346139381516	No data	No data	No data	1	0	1	1	0	0.5901649999999996	No data	-0.38174619712440094	-0.9478243373980951	0	No data	No data	0	-1	0
RETN	0.049148987619528045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4042317629952272	No data	No data	No data	0	1	0	0	0	0	No data	0.8195457386955616	-0.5056323450652125	0	No data	No data	0	1	0
AGTR1	0.04700018874774874	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	No data	No data	No data	No data	No data	No data	0.026407838369584807	No data	No data	1	0	0	1	1	0	0.7214500000000001	No data	0.49499895811627415	-0.9648679303323667	0	-1	No data	0	0.5	0
SERPINA3	0.04601269190824537	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3784369215132341	No data	No data	No data	0	1	0	0	0	0	No data	0.9259220670973118	-0.3320840624217772	0	No data	No data	0	0.75	0
IGF1	0.045969732474054247	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.37808359647722756	No data	No data	0.5	0	1	0	0	0	0	No data	-0.1297145238591373	-0.9488735079765309	0	-1	No data	0	0.5	0
FAM241A	0.04546276147323531	0.07478279049497895	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.07345280266722232	No data	0	No data	No data	0	-1	0
LRTM1	0.04521736271340128	0.07437912816894098	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.9269639508230882	No data	0	No data	No data	0	0.5	0.5
PHF3	0.04505794395030989	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.370584482044084	No data	No data	No data	0	0	0	0	0	0	No data	-0.7765159408210044	0	0	No data	No data	0	-1	-1
LRRK2	0.04434958256216421	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.36475847856697263	No data	No data	No data	0	0	1	1	0	0.3312249999999999	1	-0.3337153573661179	-0.8327671743942902	0	No data	No data	0	1	0
CRH	0.04397321211824953	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3616629745606505	No data	No data	No data	0	1	0	0	0	0	No data	-0.23254844759324855	-0.7425749873300049	0	No data	No data	0	1	0.5
FNDC4	0.04394215227905694	0.07228150383512821	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7222200000000001	No data	-0.6036674307147323	-0.19817485481354008	0	No data	No data	0	0.5	0
ZFYVE21	0.043678279709846134	0.07184745349543908	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2307699999999997	No data	-0.383621587830798	No data	0	No data	No data	No data	-1	-1
KIAA0040	0.043191392836430996	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.35523280779750843	No data	No data	No data	0	0	0	0	0	0	No data	0.636382579704105	No data	0	No data	No data	No data	0.5	-1
CAMK4	0.043057882113926166	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3541347327943225	No data	No data	No data	0	0	1	1	1	0.006340000000000146	No data	-0.5303188164200875	-0.8733973365840094	0	No data	No data	0	0.75	0
TGFB1	0.04216247609035264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3467703582052138	No data	No data	1	0	1	0	1	0	0.4615400000000001	No data	-0.3610127109814545	-0.9811075698722849	0	-1	No data	0	-1	0
GRM3	0.04166129504958723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.1547317424810507	No data	No data	0.75	1	0	1	1	0	0.83504	0	-0.6571160658470514	-0.23254160433628684	0	-1	No data	-0.17235499999999995	1	0.5
GRM2	0.04150215570234953	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.14949629963581512	No data	No data	0.75	1	0	1	1	0	0.8738549999999996	No data	-0.5159408210043759	-0.2653255102192273	0	No data	No data	-0.1857800000000001	1	1
GSTM1	0.04145564343319832	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.34095692796009996	No data	No data	No data	0	0	0	1	1	0.19724999999999965	No data	0.12992290060429257	-0.28835299683667714	0	-1	No data	-0.6903675	0.5	0
CHRNA6	0.041176052667302655	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.1387680050230717	No data	No data	0.5	1	0	1	0	0	0.2510100000000001	No data	0.2966242967284851	No data	0	No data	No data	-0.10931250000000006	0.5	1
OAT	0.04116933741653448	0.06772043393471187	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	1	0.5444200000000002	No data	0.0647009793707023	-0.8151898036679028	0	No data	No data	0	0.5	-1
SORT1	0.04063325180116805	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.33419306902038837	No data	No data	No data	1	0	1	1	1	0.5246699999999997	No data	-0.8749739529068556	-0.101334915822818	0	No data	No data	0	0.5	-1
PTP4A1	0.04062298569409347	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.33410863418738673	No data	No data	No data	1	0	1	1	1	1	No data	-0.147634923942488	-0.6190999690460527	0	No data	No data	-0.6387274999999999	0.5	-1
PRDM2	0.04006861591206642	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.32954915320529954	No data	No data	No data	0	0	0	0	0	0.20837999999999965	No data	-0.8599708272556783	-0.6502678061736308	0	No data	No data	0	-1	-1
NUCB2	0.039668237736158	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3262561947182367	No data	No data	No data	0	1	0	0	0	0.2857149999999997	No data	0.2716190873098563	-0.5879651410066489	0	No data	No data	-0.023809999999999932	0.5	-1
WDR26	0.039445786278816466	0.06488532318774967	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6386350000000001	No data	-0.987080641800375	No data	0	No data	No data	0	-1	-1
CCK	0.03938542260859288	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.32393014766916284	No data	No data	No data	0	1	0	0	0	0	No data	0.9275890810585539	0	0	-1	No data	No data	0.75	0.5
TACR3	0.03929749409834874	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.07696628100006762	No data	No data	1	1	0	1	1	0	0.2903199999999998	1	0.7788080850177119	-0.26515336964587244	0	-1	No data	0	0.75	0.5
CHD2	0.03907968344988363	0.06428311183347851	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.819475	No data	-0.9940612627630756	-0.971200992377475	0	No data	No data	0	-1	-1
NR1D1	0.03899067466923604	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3206834957401301	No data	No data	No data	0	0	1	1	0	0.7394150000000004	No data	-0.6347155657428631	-0.902805101445483	0	No data	No data	0	0.5	-1
SLC6A9	0.03783573762334635	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	0.75	0	0	1	1	0	0.6524500000000003	1	-0.34225880391748276	-0.8447714185009847	0	No data	No data	0	0.5	0
SRC	0.03760475021416841	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	1	1	0	1	1	1	0.94403	1	-0.8332986038758075	-0.8192627862114793	0	-1	-1	-0.3843274999999998	-1	0
SLC51A	0.03749538521535169	0.06167706153835253	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.13235499999999972	No data	-0.3437174411335695	-0.21339546391443032	0	No data	No data	0	0.75	0
EPOR	0.037327565323154885	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	0	1	0	0.06495999999999995	No data	-0.31569076891018966	-0.9544269809368163	0	No data	No data	0	-1	-1
EPOR	0.037327565323154885	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	0	1	0	0.06495999999999995	No data	-0.31569076891018966	-0.9544269809368163	0	No data	No data	0	-1	-1
FKBP1A	0.03695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.12036999999999978	1	-0.44675974161283605	-0.9407545021933139	0	No data	No data	-0.88426	-1	-1
ATP1A3	0.03695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9457050000000002	No data	-0.9959366534694728	-0.9198259104060588	0	-1	No data	-0.6841075	0.75	0
ABL1	0.03695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.32301	1	-0.9151906647218171	-0.9640279924595135	0	-1	-1	0	-1	-1
ATP1A4	0.03695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.15452000000000013	No data	0.034798916440925254	0	0	-1	No data	-0.46550000000000014	0.5	0.5
ATP1A2	0.03695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9117649999999997	No data	-0.5040633465305272	-0.8597126475267491	0	-1	No data	-0.6789224999999999	0.75	0
GNRHR	0.03695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.4664650000000002	1	-0.19649927068139195	-0.3486042295432809	0	No data	No data	0	1	1
SLC22A11	0.03695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	1	0	No data	No data	0.14148780996040844	No data	0	No data	No data	0	0.75	0.5
ATP1A1	0.03695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.8435949999999999	No data	-0.9647843300687643	-0.9113758056852611	0	-1	-1	-0.6725325000000002	0.5	-1
SLC22A6	0.03695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.25454500000000024	No data	0.09897895394873935	-0.21934101434446546	0	-1	No data	0	1	0.5
HTR1D	0.03695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	No data	1	0.44759324859345706	No data	0	No data	No data	0	0.75	0.5
SLC22A8	0.03695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0	No data	0.2878724734319651	-0.17077894484562928	0	No data	No data	0	0.75	0.5
SNX17	0.03564282450513702	0.05862973984073031	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9255299999999999	No data	-0.4019587414044593	-0.6972640415923922	0	No data	No data	0	-1	-1
NGF	0.03540192753312081	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2911674130690897	No data	No data	0.75	0	1	0	1	0	0.2531100000000002	No data	-0.4593665346947281	-0.9440334094766056	0	No data	No data	0	0.5	0
TTC12	0.03491168123330873	0.053396314618718195	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08061500115662103	No data	No data	No data	0	0	0	0	0	0	No data	0.17066055428214222	0	0	No data	No data	0	0.5	-1
DDX39B	0.03469380161017582	0.057068669240771204	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9766350000000003	No data	-0.866326317982913	No data	-1	-1	No data	-0.74299	-1	-1
NOS1	0.0346204614391095	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2847401511415688	No data	No data	0.75	1	0	1	1	0	0.682705	No data	-0.8993540320900187	-0.9753315501315987	0	No data	No data	0	0.75	0.5
ZCCHC17	0.03427316126801162	0.056376747818437	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7510350000000002	No data	-0.08439258178787246	0	0	No data	No data	No data	0.5	-1
MTHFR	0.03387373394870561	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.27859860103966944	No data	No data	No data	0	0	0	0	0	0.5045749999999998	No data	0.014065430297978798	-0.75257434052664	0	-1	No data	0	-1	-1
OXT	0.03358339879489253	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.27621070462980074	No data	No data	No data	0	1	0	0	0	0.36000000000000015	No data	-0.22254636382579707	-0.7990581502340313	0	No data	No data	-0.2800000000000001	1	0.5
ATP6V1G2-DDX39B	0.03324815323538107	0.05469068743679899	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	No data	No data	No data	No data	No data	No data
HP	0.033046598673057086	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2717957274321956	No data	No data	No data	0	1	0	0	0	0	No data	0.13565326109606168	-0.7744650547240031	0	No data	No data	-0.43965500000000013	1	0
CHRM2	0.03261367524189352	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.26823509657697003	No data	No data	1	1	0	1	1	0	0.8175950000000001	0	-0.23577828714315485	-0.7505619177015255	0	-1	No data	0	0.5	0.5
