symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
NR4A2	0.0324132647885159	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2665867966868759	No data	No data	No data	0	0	1	1	0	0.974915	No data	-0.9556157532819337	-0.7146476309847782	0	-1	No data	0	0.5	-1
TH	0.03233151618374107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2659144454497284	No data	No data	1	0	0	0	1	0	0.37625999999999993	No data	-0.15201083559074813	-0.9552060763889061	0	-1	No data	0	0.75	0.5
XRCC3	0.032011828090010415	0.05144116485544408	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	0	0	0	0	0	No data	0.7688060012502604	-0.6923161572209116	0	No data	No data	0	-1	-1
KDM6B	0.031968657430226706	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2629300699670261	No data	No data	No data	0	0	1	1	0	0.6135100000000001	1	-0.9495728276724318	-0.8669164086623438	0	No data	No data	0	-1	-1
NFKB1	0.031720689712647424	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2608906296347262	No data	No data	0.75	0	0	1	1	0	0.33952499999999974	No data	-0.9505105230256303	-0.9126905586543401	0	-1	No data	0	-1	-1
SNN	0.03144763871907633	0.05172897777612967	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.886365	No data	0.7925609501979578	No data	0	No data	No data	No data	0.5	-1
SLC17A6	0.031324561872367866	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.25763262854450486	No data	No data	No data	1	0	0	0	0	0.8711350000000003	No data	-0.5371952490102105	-0.7067025251812777	0	No data	No data	-0.35566999999999993	0.5	0.5
IQGAP1	0.03104470779351495	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.25533093499688087	No data	No data	No data	1	0	0	0	1	0.7978299999999997	No data	-0.7922483850802251	-0.1582092300122484	0	No data	No data	0	-1	-1
KLF11	0.031024175579365803	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2551620653308776	No data	No data	No data	0	0	0	0	0	0	No data	0.5914773911231506	0	0	No data	No data	0	-1	-1
SIX2	0.03086175097301234	0.05076523692212825	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9484549999999998	No data	-0.7063971660762659	-0.6891779353572205	0	No data	No data	-0.37285250000000014	0.5	0
MBLAC2	0.030462413252098662	0.05010835669417704	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8387099999999996	No data	0.4395707439049803	No data	0	No data	No data	0	-1	-1
AUTS2	0.030306858227257576	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24926240245044493	No data	No data	No data	0	0	0	0	0	0.6664000000000001	No data	-0.8200666805584497	-0.7691160018580431	0	No data	No data	0	0.5	-1
SLITRK3	0.030296486873100333	0.04983542040002941	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8208799999999996	No data	-0.7040008335069806	No data	0	No data	No data	0	0.5	0
ADCY7	0.03025421754877267	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24882945285575656	No data	No data	No data	1	0	0	1	0	0.15277999999999992	No data	-0.43133986247134815	0	0	No data	No data	0	0.5	0
NRG3	0.029940152191874705	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24624638453505435	No data	No data	No data	0	1	0	0	0	0.5976999999999997	No data	-0.5451135653261097	0	0	-1	No data	0	0.5	0.5
PAX6	0.02993596822946085	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24621197303270656	No data	No data	No data	0	0	0	0	0	0.9885300000000001	No data	-0.923734111273182	-0.9738478493171634	0	-1	No data	0	0.75	0.5
CARTPT	0.029736772521390068	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2445736639615642	No data	No data	No data	0	1	0	0	0	0.8275849999999998	No data	0.4653052719316524	-0.7930999565334031	0	No data	No data	No data	1	0
SNRNP40	0.029726285620586056	0.04889748263679316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9159649999999999	No data	-0.6288810168785164	-0.6962476606770598	-1	No data	No data	0	-1	-1
SPATA31H1	0.029641780854190534	0.04875847871278155	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	No data	No data	No data	0	No data	0.11731610752240051	No data	No data	No data	No data	No data	0.75	0.5
HSPB3	0.029239095920980437	0.04748816177715533	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.3666649999999997	No data	0.864138362158783	0	0	No data	No data	0	0.75	0
LEP	0.029016643001122243	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23865087206570207	No data	No data	No data	1	1	0	0	0	0.16167500000000032	No data	-0.09845801208585125	-0.9856004644788507	0	-1	No data	No data	0.75	0
NFAT5	0.02851924545316949	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2345599660784838	No data	No data	No data	0	0	0	0	0	0.6287950000000002	No data	-0.8826838924775995	-0.9372462685108176	0	No data	No data	0	-1	0
GSTT1	0.02833445552582714	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23304013908445476	No data	No data	No data	0	0	0	0	1	No data	No data	No data	0	No data	-1	No data	No data	No data	No data
PROK2	0.02808806895603734	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.231013703092416	No data	No data	No data	0	1	0	0	0	0.2635649999999998	No data	0.7146280475098978	-0.05377051238253633	0	No data	No data	0	0.5	0
AP1AR	0.027982947223645707	0.046029823350918174	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5033099999999997	No data	-0.4246718066263805	-0.589421733452139	0	No data	No data	No data	-1	-1
PKNOX2	0.02755226197170023	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22660689407367465	No data	No data	No data	0	0	0	0	0	0.9470350000000003	No data	-0.795269847884976	0	0	No data	No data	0	0.5	0
MECP2	0.027510098740884645	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2262601175081409	No data	No data	No data	0	0	0	1	0	0.738955	No data	-0.6201291935819963	-0.9689914649119804	0	No data	No data	0	-1	-1
PLCB1	0.02703403517194736	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22234467539854888	No data	No data	No data	1	0	0	0	0	0.8684199999999997	No data	-0.7619295686601375	-0.8572497619950589	0	No data	No data	0	0.5	-1
HHEX	0.026794539464640877	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22037491413421262	No data	No data	No data	0	0	0	0	0	No data	No data	-0.4011252344238383	-0.9682252838678473	0	No data	No data	No data	0.5	0
GIPR	0.026609749537298527	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2188550871401836	No data	No data	1	0	0	1	1	0	0	No data	0.7968326734736404	-0.19191867970797666	0	-1	No data	0	0.5	0
ADH7	0.026416734153553164	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.21726760889016183	No data	No data	1	1	0	0	1	1	0.438505	No data	0.6949364450927276	-0.6489854916879458	0	-1	No data	-0.2312825	1	0.5
GDNF	0.026355808233445164	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.21676651632874402	No data	No data	No data	0	1	0	0	0	0.6445500000000003	No data	0.008230881433632042	-0.9166225058751029	0	No data	No data	0	0.5	0
AVP	0.026314773700858593	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.21642902287761615	No data	No data	No data	0	1	0	0	0	0.08536500000000018	No data	0.5787664096686809	-0.7900632894946791	0	No data	No data	0	1	0.5
TPH2	0.02626469228462398	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2160171222432728	No data	No data	1	No data	No data	1	1	0	0.6632649999999998	No data	-0.07397374453011041	-0.9438812618139125	0	No data	No data	-0.1224499999999999	No data	No data
TIFA	0.02587176881538406	0.042557095177652667	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.2928735153156907	No data	0	No data	No data	0	-1	-1
GAD1	0.025655508901892304	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.21100682020622374	No data	No data	No data	1	0	0	0	1	0.8569000000000002	No data	-0.5306313815378203	-0.8503374520406711	0	No data	No data	-0.08670000000000008	0.75	0.5
SLC1A2	0.02528144421710664	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2079302801933205	No data	No data	No data	1	0	1	1	0	0.7560949999999999	1	-0.5944988539279017	-0.7617454618458719	0	No data	No data	0	1	0
NCAM1	0.025191815604840462	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.20719311888632386	No data	No data	0.5	1	1	0	0	1	0.5046599999999998	No data	-0.9055011460720983	-0.30393197801176275	0	No data	No data	0	0.5	0
HTR3B	0.024902872039203643	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.20481666776086693	No data	No data	1	1	0	1	1	0	0	No data	0.06022087934986464	0	0	-1	No data	0	0.5	1
ENO2	0.024877446629534734	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.20460755341949122	No data	No data	No data	1	0	0	0	0	0.9308750000000003	No data	-0.5340695978328818	No data	0	No data	No data	-0.5852525	0.75	-1
LINGO1	0.024561882837598317	0.040402432207900366	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	1	0	0	0	0	0.9596800000000002	No data	-0.890498020420921	0	0	No data	No data	0	1	0
PROKR2	0.024543798149611044	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.20186342134693874	No data	No data	No data	1	0	0	1	0	0.47916499999999973	No data	0.6629506147113982	-0.811760823064134	0	No data	No data	-0.6679700000000001	0.5	1
IL6	0.02444616892064357	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.20106045800513217	No data	No data	1	0	1	0	1	0	0	No data	-0.1933736195040634	-0.9769547852116262	0	-1	No data	No data	0.5	0
TSNAX	0.024207480481847968	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1990973362178059	No data	No data	No data	0	0	0	1	0	0.5344850000000001	No data	-0.45926234632215046	-0.5173261297492578	0	No data	No data	0	-1	-1
PER2	0.02417223362503149	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1988074442025062	No data	No data	No data	0	0	1	1	0	0	No data	-0.6950406334653052	-0.9071062383063744	0	No data	No data	0	-1	-1
ALDH1A1	0.024014624477582416	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.19751116880349473	No data	No data	No data	0	0	1	1	0	0.35129499999999964	1	-0.7100437591164825	No data	0	-1	No data	-0.32135749999999985	0.5	0
